,Compound,Negative,Neutral,News Org,Positive,TimeStamp,Tweets Ago
0,-0.6486,0.677,0.323,@BBCWorld,0.0,Thu Aug 23 23:06:21 +0000 2018,1
1,-0.8176,0.516,0.484,@BBCWorld,0.0,Thu Aug 23 23:03:31 +0000 2018,2
2,0.0,1.0,0.0,@BBCWorld,0.0,Thu Aug 23 22:52:26 +0000 2018,3
3,0.0,1.0,0.0,@BBCWorld,0.0,Thu Aug 23 22:23:28 +0000 2018,4
4,-0.0516,0.893,0.107,@BBCWorld,0.0,Thu Aug 23 21:54:22 +0000 2018,5
5,-0.6705,0.667,0.333,@BBCWorld,0.0,Thu Aug 23 21:49:26 +0000 2018,6
6,0.0,1.0,0.0,@BBCWorld,0.0,Thu Aug 23 21:09:50 +0000 2018,7
7,-0.4019,0.722,0.278,@BBCWorld,0.0,Thu Aug 23 20:47:04 +0000 2018,8
8,0.0,1.0,0.0,@BBCWorld,0.0,Thu Aug 23 20:46:00 +0000 2018,9
9,-0.25,0.439,0.368,@BBCWorld,0.193,Thu Aug 23 20:31:11 +0000 2018,10
10,-0.9042,0.385,0.615,@BBCWorld,0.0,Thu Aug 23 20:07:05 +0000 2018,11
11,0.4019,0.787,0.0,@BBCWorld,0.213,Thu Aug 23 19:51:03 +0000 2018,12
12,0.0,1.0,0.0,@BBCWorld,0.0,Thu Aug 23 19:37:46 +0000 2018,13
13,0.0,1.0,0.0,@BBCWorld,0.0,Thu Aug 23 19:12:07 +0000 2018,14
14,-0.3182,0.777,0.223,@BBCWorld,0.0,Thu Aug 23 19:10:15 +0000 2018,15
15,0.5267,0.833,0.0,@BBCWorld,0.167,Thu Aug 23 18:47:14 +0000 2018,16
16,-0.5574,0.635,0.365,@BBCWorld,0.0,Thu Aug 23 18:40:48 +0000 2018,17
17,0.0,1.0,0.0,@BBCWorld,0.0,Thu Aug 23 18:10:34 +0000 2018,18
18,-0.8625,0.482,0.518,@BBCWorld,0.0,Thu Aug 23 17:13:10 +0000 2018,19
19,0.0,1.0,0.0,@BBCWorld,0.0,Thu Aug 23 16:50:02 +0000 2018,20
20,0.4019,0.787,0.0,@BBCWorld,0.213,Thu Aug 23 16:36:36 +0000 2018,21
21,0.0,1.0,0.0,@BBCWorld,0.0,Thu Aug 23 16:33:43 +0000 2018,22
22,-0.4215,0.781,0.219,@BBCWorld,0.0,Thu Aug 23 16:30:18 +0000 2018,23
23,-0.6705,0.71,0.29,@BBCWorld,0.0,Thu Aug 23 15:30:50 +0000 2018,24
24,0.0,1.0,0.0,@BBCWorld,0.0,Thu Aug 23 15:30:42 +0000 2018,25
25,0.0,1.0,0.0,@BBCWorld,0.0,Thu Aug 23 15:30:36 +0000 2018,26
26,-0.5994,0.822,0.178,@BBCWorld,0.0,Thu Aug 23 15:17:07 +0000 2018,27
27,0.128,0.559,0.207,@BBCWorld,0.235,Thu Aug 23 14:48:27 +0000 2018,28
28,-0.3612,0.894,0.106,@BBCWorld,0.0,Thu Aug 23 13:53:17 +0000 2018,29
29,-0.5106,0.82,0.18,@BBCWorld,0.0,Thu Aug 23 13:26:10 +0000 2018,30
30,0.0,1.0,0.0,@BBCWorld,0.0,Thu Aug 23 13:16:44 +0000 2018,31
31,0.0,1.0,0.0,@BBCWorld,0.0,Thu Aug 23 12:39:34 +0000 2018,32
32,-0.25,0.778,0.222,@BBCWorld,0.0,Thu Aug 23 11:32:01 +0000 2018,33
33,-0.8074,0.576,0.362,@BBCWorld,0.062,Thu Aug 23 10:56:14 +0000 2018,34
34,-0.8689,0.683,0.317,@BBCWorld,0.0,Thu Aug 23 10:46:12 +0000 2018,35
35,-0.8316,0.685,0.315,@BBCWorld,0.0,Thu Aug 23 09:54:43 +0000 2018,36
36,-0.9246,0.472,0.528,@BBCWorld,0.0,Thu Aug 23 09:35:48 +0000 2018,37
37,0.0,1.0,0.0,@BBCWorld,0.0,Thu Aug 23 09:16:19 +0000 2018,38
38,0.0,1.0,0.0,@BBCWorld,0.0,Thu Aug 23 09:10:34 +0000 2018,39
39,-0.2732,0.84,0.16,@BBCWorld,0.0,Thu Aug 23 08:43:11 +0000 2018,40
40,-0.6705,0.71,0.29,@BBCWorld,0.0,Thu Aug 23 08:33:26 +0000 2018,41
41,0.2598,0.887,0.0,@BBCWorld,0.113,Thu Aug 23 08:12:51 +0000 2018,42
42,-0.5574,0.753,0.247,@BBCWorld,0.0,Thu Aug 23 07:35:36 +0000 2018,43
43,0.0,1.0,0.0,@BBCWorld,0.0,Thu Aug 23 07:28:37 +0000 2018,44
44,0.0,1.0,0.0,@BBCWorld,0.0,Thu Aug 23 07:18:54 +0000 2018,45
45,-0.765,0.694,0.306,@BBCWorld,0.0,Thu Aug 23 05:14:44 +0000 2018,46
46,0.5334,0.762,0.0,@BBCWorld,0.238,Thu Aug 23 04:15:25 +0000 2018,47
47,0.1027,0.694,0.12,@BBCWorld,0.185,Thu Aug 23 02:28:47 +0000 2018,48
48,-0.2023,0.629,0.199,@BBCWorld,0.171,Thu Aug 23 02:20:04 +0000 2018,49
49,0.0,1.0,0.0,@BBCWorld,0.0,Thu Aug 23 00:28:17 +0000 2018,50
50,0.5106,0.708,0.0,@BBCWorld,0.292,Thu Aug 23 00:22:47 +0000 2018,51
51,0.0772,0.86,0.0,@BBCWorld,0.14,Wed Aug 22 23:48:29 +0000 2018,52
52,-0.5994,0.506,0.494,@BBCWorld,0.0,Wed Aug 22 23:29:30 +0000 2018,53
53,-0.3875,0.774,0.226,@BBCWorld,0.0,Wed Aug 22 23:01:35 +0000 2018,54
54,0.0,1.0,0.0,@BBCWorld,0.0,Wed Aug 22 22:24:04 +0000 2018,55
55,0.0,1.0,0.0,@BBCWorld,0.0,Wed Aug 22 21:33:13 +0000 2018,56
56,0.3612,0.898,0.0,@BBCWorld,0.102,Wed Aug 22 21:03:07 +0000 2018,57
57,0.0,1.0,0.0,@BBCWorld,0.0,Wed Aug 22 20:27:02 +0000 2018,58
58,-0.8555,0.39,0.61,@BBCWorld,0.0,Wed Aug 22 20:14:03 +0000 2018,59
59,0.5106,0.845,0.0,@BBCWorld,0.155,Wed Aug 22 19:15:24 +0000 2018,60
60,0.0,1.0,0.0,@BBCWorld,0.0,Wed Aug 22 18:59:06 +0000 2018,61
61,0.7184,0.714,0.0,@BBCWorld,0.286,Wed Aug 22 18:47:08 +0000 2018,62
62,0.2153,0.643,0.163,@BBCWorld,0.195,Wed Aug 22 18:32:26 +0000 2018,63
63,-0.6249,0.797,0.203,@BBCWorld,0.0,Wed Aug 22 18:31:58 +0000 2018,64
64,-0.34,0.714,0.286,@BBCWorld,0.0,Wed Aug 22 18:29:27 +0000 2018,65
65,-0.6369,0.634,0.366,@BBCWorld,0.0,Wed Aug 22 18:06:05 +0000 2018,66
66,0.5574,0.69,0.0,@BBCWorld,0.31,Wed Aug 22 17:58:12 +0000 2018,67
67,0.0,1.0,0.0,@BBCWorld,0.0,Wed Aug 22 17:22:58 +0000 2018,68
68,0.2732,0.56,0.176,@BBCWorld,0.264,Wed Aug 22 16:54:36 +0000 2018,69
69,0.2263,0.921,0.0,@BBCWorld,0.079,Wed Aug 22 16:36:12 +0000 2018,70
70,0.0,1.0,0.0,@BBCWorld,0.0,Wed Aug 22 16:34:14 +0000 2018,71
71,-0.3182,0.859,0.141,@BBCWorld,0.0,Wed Aug 22 16:01:06 +0000 2018,72
72,-0.7845,0.603,0.397,@BBCWorld,0.0,Wed Aug 22 15:58:07 +0000 2018,73
73,0.0,1.0,0.0,@BBCWorld,0.0,Wed Aug 22 15:56:52 +0000 2018,74
74,-0.5574,0.69,0.31,@BBCWorld,0.0,Wed Aug 22 15:49:05 +0000 2018,75
75,0.0,1.0,0.0,@BBCWorld,0.0,Wed Aug 22 15:13:03 +0000 2018,76
76,0.0,1.0,0.0,@BBCWorld,0.0,Wed Aug 22 15:08:19 +0000 2018,77
77,-0.6786,0.686,0.314,@BBCWorld,0.0,Wed Aug 22 14:59:06 +0000 2018,78
78,-0.296,0.905,0.095,@BBCWorld,0.0,Wed Aug 22 14:36:02 +0000 2018,79
79,0.2235,0.788,0.0,@BBCWorld,0.212,Wed Aug 22 13:54:04 +0000 2018,80
80,0.0,1.0,0.0,@BBCWorld,0.0,Wed Aug 22 13:35:26 +0000 2018,81
81,0.0,1.0,0.0,@BBCWorld,0.0,Wed Aug 22 13:35:02 +0000 2018,82
82,0.0772,0.874,0.0,@BBCWorld,0.126,Wed Aug 22 13:34:47 +0000 2018,83
83,0.0,1.0,0.0,@BBCWorld,0.0,Wed Aug 22 13:33:29 +0000 2018,84
84,-0.7506,0.632,0.368,@BBCWorld,0.0,Wed Aug 22 13:25:06 +0000 2018,85
85,-0.7269,0.567,0.433,@BBCWorld,0.0,Wed Aug 22 13:22:21 +0000 2018,86
86,0.0,1.0,0.0,@BBCWorld,0.0,Wed Aug 22 12:14:53 +0000 2018,87
87,0.0,1.0,0.0,@BBCWorld,0.0,Wed Aug 22 12:09:54 +0000 2018,88
88,-0.7845,0.504,0.496,@BBCWorld,0.0,Wed Aug 22 11:49:08 +0000 2018,89
89,0.0772,0.843,0.0,@BBCWorld,0.157,Wed Aug 22 11:18:14 +0000 2018,90
90,0.0,1.0,0.0,@BBCWorld,0.0,Wed Aug 22 11:15:21 +0000 2018,91
91,0.0,1.0,0.0,@BBCWorld,0.0,Wed Aug 22 10:43:44 +0000 2018,92
92,-0.4215,0.763,0.237,@BBCWorld,0.0,Wed Aug 22 10:29:33 +0000 2018,93
93,0.0,1.0,0.0,@BBCWorld,0.0,Wed Aug 22 09:57:51 +0000 2018,94
94,0.0,1.0,0.0,@BBCWorld,0.0,Wed Aug 22 09:47:33 +0000 2018,95
95,0.296,0.6,0.16,@BBCWorld,0.24,Wed Aug 22 08:31:10 +0000 2018,96
96,0.0,1.0,0.0,@BBCWorld,0.0,Wed Aug 22 07:30:09 +0000 2018,97
97,0.0,1.0,0.0,@BBCWorld,0.0,Wed Aug 22 07:29:20 +0000 2018,98
98,0.3182,0.813,0.0,@BBCWorld,0.187,Wed Aug 22 05:53:53 +0000 2018,99
99,0.3818,0.833,0.0,@BBCWorld,0.167,Wed Aug 22 03:38:04 +0000 2018,100
100,0.0,1.0,0.0,@CBS,0.0,Wed Aug 22 20:55:25 +0000 2018,1
101,0.0,1.0,0.0,@CBS,0.0,Wed Aug 22 20:10:12 +0000 2018,2
102,0.5423,0.829,0.0,@CBS,0.171,Mon Aug 20 21:59:56 +0000 2018,3
103,0.3182,0.887,0.0,@CBS,0.113,Fri Aug 17 17:42:02 +0000 2018,4
104,0.0,1.0,0.0,@CBS,0.0,Thu Aug 16 18:40:09 +0000 2018,5
105,-0.5267,0.72,0.188,@CBS,0.092,Thu Aug 16 00:09:03 +0000 2018,6
106,0.0,1.0,0.0,@CBS,0.0,Sun Aug 12 23:30:02 +0000 2018,7
107,0.4389,0.874,0.0,@CBS,0.126,Sun Aug 12 15:04:59 +0000 2018,8
108,-0.3182,0.897,0.103,@CBS,0.0,Sat Aug 11 18:00:00 +0000 2018,9
109,0.4926,0.856,0.0,@CBS,0.144,Sat Aug 11 15:00:02 +0000 2018,10
110,0.8957,0.581,0.0,@CBS,0.419,Fri Aug 10 22:28:55 +0000 2018,11
111,0.0,1.0,0.0,@CBS,0.0,Fri Aug 10 19:59:14 +0000 2018,12
112,0.6696,0.745,0.0,@CBS,0.255,Thu Aug 09 21:00:00 +0000 2018,13
113,0.7901,0.72,0.0,@CBS,0.28,Thu Aug 09 18:47:00 +0000 2018,14
114,0.6696,0.791,0.0,@CBS,0.209,Wed Aug 08 16:05:11 +0000 2018,15
115,0.0,1.0,0.0,@CBS,0.0,Tue Aug 07 16:06:57 +0000 2018,16
116,0.3612,0.889,0.0,@CBS,0.111,Mon Aug 06 00:20:55 +0000 2018,17
117,0.5411,0.683,0.098,@CBS,0.219,Mon Aug 06 00:07:38 +0000 2018,18
118,0.3818,0.894,0.0,@CBS,0.106,Mon Aug 06 00:02:58 +0000 2018,19
119,0.5093,0.845,0.0,@CBS,0.155,Mon Aug 06 00:02:02 +0000 2018,20
120,0.0,1.0,0.0,@CBS,0.0,Sun Aug 05 23:58:41 +0000 2018,21
121,0.8316,0.694,0.0,@CBS,0.306,Sun Aug 05 23:44:39 +0000 2018,22
122,0.0,1.0,0.0,@CBS,0.0,Sun Aug 05 23:41:21 +0000 2018,23
123,0.5994,0.843,0.0,@CBS,0.157,Sun Aug 05 23:35:49 +0000 2018,24
124,0.0,1.0,0.0,@CBS,0.0,Sun Aug 05 23:35:46 +0000 2018,25
125,0.5826,0.827,0.0,@CBS,0.173,Sun Aug 05 23:16:25 +0000 2018,26
126,-0.5093,0.798,0.202,@CBS,0.0,Sun Aug 05 23:12:39 +0000 2018,27
127,0.0,1.0,0.0,@CBS,0.0,Sun Aug 05 23:10:20 +0000 2018,28
128,0.6041,0.775,0.0,@CBS,0.225,Sun Aug 05 23:05:58 +0000 2018,29
129,0.3802,0.853,0.0,@CBS,0.147,Sun Aug 05 23:01:25 +0000 2018,30
130,-0.2057,0.917,0.083,@CBS,0.0,Sun Aug 05 22:58:41 +0000 2018,31
131,0.0,1.0,0.0,@CBS,0.0,Sun Aug 05 22:58:36 +0000 2018,32
132,-0.0572,0.936,0.064,@CBS,0.0,Sun Aug 05 22:53:12 +0000 2018,33
133,-0.3612,0.82,0.121,@CBS,0.059,Sun Aug 05 22:52:24 +0000 2018,34
134,0.4939,0.862,0.0,@CBS,0.138,Sun Aug 05 22:49:06 +0000 2018,35
135,0.0,1.0,0.0,@CBS,0.0,Sun Aug 05 22:46:49 +0000 2018,36
136,0.4926,0.825,0.0,@CBS,0.175,Sun Aug 05 22:32:37 +0000 2018,37
137,0.2732,0.877,0.0,@CBS,0.123,Sun Aug 05 22:32:30 +0000 2018,38
138,0.2716,0.905,0.0,@CBS,0.095,Sun Aug 05 22:16:36 +0000 2018,39
139,-0.4973,0.867,0.133,@CBS,0.0,Sun Aug 05 22:16:29 +0000 2018,40
140,0.0,1.0,0.0,@CBS,0.0,Sun Aug 05 22:16:19 +0000 2018,41
141,-0.4019,0.886,0.114,@CBS,0.0,Sun Aug 05 22:05:44 +0000 2018,42
142,-0.6908,0.793,0.207,@CBS,0.0,Sun Aug 05 22:00:47 +0000 2018,43
143,0.0,1.0,0.0,@CBS,0.0,Sun Aug 05 21:48:41 +0000 2018,44
144,0.8555,0.714,0.0,@CBS,0.286,Sun Aug 05 21:48:36 +0000 2018,45
145,0.5994,0.766,0.0,@CBS,0.234,Sun Aug 05 21:48:29 +0000 2018,46
146,0.6124,0.792,0.0,@CBS,0.208,Sun Aug 05 21:31:15 +0000 2018,47
147,-0.2748,0.742,0.153,@CBS,0.105,Sun Aug 05 20:58:52 +0000 2018,48
148,0.0,1.0,0.0,@CBS,0.0,Sun Aug 05 20:56:17 +0000 2018,49
149,-0.4588,0.875,0.125,@CBS,0.0,Sun Aug 05 20:10:33 +0000 2018,50
150,0.0,1.0,0.0,@CBS,0.0,Sun Aug 05 19:43:38 +0000 2018,51
151,0.0,1.0,0.0,@CBS,0.0,Sun Aug 05 19:22:22 +0000 2018,52
152,0.6249,0.796,0.0,@CBS,0.204,Sun Aug 05 19:21:28 +0000 2018,53
153,0.1384,0.823,0.079,@CBS,0.098,Sun Aug 05 19:16:45 +0000 2018,54
154,0.0,1.0,0.0,@CBS,0.0,Sun Aug 05 19:15:53 +0000 2018,55
155,0.4588,0.818,0.0,@CBS,0.182,Sun Aug 05 18:54:24 +0000 2018,56
156,0.0,1.0,0.0,@CBS,0.0,Sun Aug 05 18:01:09 +0000 2018,57
157,0.0,1.0,0.0,@CBS,0.0,Sun Aug 05 17:55:07 +0000 2018,58
158,0.0,1.0,0.0,@CBS,0.0,Sun Aug 05 17:51:13 +0000 2018,59
159,0.0,1.0,0.0,@CBS,0.0,Sun Aug 05 17:47:01 +0000 2018,60
160,-0.0018,0.853,0.074,@CBS,0.073,Sun Aug 05 17:39:48 +0000 2018,61
161,0.0,1.0,0.0,@CBS,0.0,Sun Aug 05 17:28:37 +0000 2018,62
162,-0.0602,0.599,0.219,@CBS,0.182,Sun Aug 05 17:28:03 +0000 2018,63
163,0.1761,0.735,0.105,@CBS,0.16,Sun Aug 05 17:27:46 +0000 2018,64
164,0.1027,0.767,0.11,@CBS,0.123,Sun Aug 05 17:27:41 +0000 2018,65
165,0.0498,0.746,0.123,@CBS,0.13,Sun Aug 05 17:27:31 +0000 2018,66
166,0.6114,0.818,0.0,@CBS,0.182,Sun Aug 05 14:47:12 +0000 2018,67
167,0.2263,0.917,0.0,@CBS,0.083,Sat Aug 04 22:57:37 +0000 2018,68
168,0.0,1.0,0.0,@CBS,0.0,Sat Aug 04 00:24:55 +0000 2018,69
169,0.6124,0.76,0.0,@CBS,0.24,Fri Aug 03 22:34:08 +0000 2018,70
170,0.9098,0.531,0.0,@CBS,0.469,Tue Jul 31 21:02:33 +0000 2018,71
171,0.34,0.876,0.0,@CBS,0.124,Sat Jul 28 16:43:56 +0000 2018,72
172,0.5707,0.813,0.0,@CBS,0.187,Wed Jul 25 17:25:36 +0000 2018,73
173,0.0,1.0,0.0,@CBS,0.0,Wed Jul 25 15:12:31 +0000 2018,74
174,0.34,0.882,0.0,@CBS,0.118,Wed Jul 25 01:05:03 +0000 2018,75
175,-0.1511,0.834,0.099,@CBS,0.068,Tue Jul 24 18:54:14 +0000 2018,76
176,0.8293,0.66,0.0,@CBS,0.34,Mon Jul 23 21:30:33 +0000 2018,77
177,0.128,0.927,0.0,@CBS,0.073,Sun Jul 22 01:56:13 +0000 2018,78
178,-0.296,0.891,0.109,@CBS,0.0,Sat Jul 21 00:55:28 +0000 2018,79
179,-0.296,0.891,0.109,@CBS,0.0,Sat Jul 21 00:19:12 +0000 2018,80
180,-0.7964,0.736,0.264,@CBS,0.0,Sat Jul 21 00:10:00 +0000 2018,81
181,-0.6597,0.82,0.18,@CBS,0.0,Fri Jul 20 23:44:54 +0000 2018,82
182,0.3182,0.905,0.0,@CBS,0.095,Fri Jul 20 22:29:36 +0000 2018,83
183,0.0,1.0,0.0,@CBS,0.0,Fri Jul 20 21:39:09 +0000 2018,84
184,0.0,1.0,0.0,@CBS,0.0,Fri Jul 20 15:08:23 +0000 2018,85
185,0.0,1.0,0.0,@CBS,0.0,Tue Jul 17 17:55:25 +0000 2018,86
186,0.0,1.0,0.0,@CBS,0.0,Tue Jul 17 17:22:29 +0000 2018,87
187,0.0,1.0,0.0,@CBS,0.0,Tue Jul 17 17:22:29 +0000 2018,88
188,0.0,1.0,0.0,@CBS,0.0,Tue Jul 17 17:22:29 +0000 2018,89
189,0.0,1.0,0.0,@CBS,0.0,Tue Jul 17 17:22:29 +0000 2018,90
190,0.0,1.0,0.0,@CBS,0.0,Tue Jul 17 17:22:29 +0000 2018,91
191,0.0,1.0,0.0,@CBS,0.0,Tue Jul 17 17:22:28 +0000 2018,92
192,0.0,1.0,0.0,@CBS,0.0,Tue Jul 17 17:22:28 +0000 2018,93
193,0.0,1.0,0.0,@CBS,0.0,Tue Jul 17 17:22:28 +0000 2018,94
194,0.0,1.0,0.0,@CBS,0.0,Tue Jul 17 17:22:28 +0000 2018,95
195,0.0,1.0,0.0,@CBS,0.0,Tue Jul 17 17:22:28 +0000 2018,96
196,0.0,1.0,0.0,@CBS,0.0,Tue Jul 17 17:22:28 +0000 2018,97
197,0.0,1.0,0.0,@CBS,0.0,Tue Jul 17 17:22:27 +0000 2018,98
198,0.0,1.0,0.0,@CBS,0.0,Tue Jul 17 17:22:27 +0000 2018,99
199,0.0,1.0,0.0,@CBS,0.0,Tue Jul 17 17:22:27 +0000 2018,100
